Date(UTC),Index
12/24/2018,4
12/25/2018,4
12/26/2018,4
12/27/2018,4
12/28/2018,4
12/29/2018,4
12/30/2018,4
12/31/2018,4
01/1/2019,3
01/2/2019,3
01/3/2019,3
01/4/2019,3
01/5/2019,3
01/6/2019,3
01/7/2019,3
01/8/2019,3
01/9/2019,3
01/10/2019,3
01/11/2019,3
01/12/2019,3
01/13/2019,3
01/14/2019,3
01/15/2019,3
01/16/2019,3
01/17/2019,3
01/18/2019,3
01/19/2019,3
01/20/2019,3
01/21/2019,3
01/22/2019,3
01/23/2019,3
01/24/2019,3
01/25/2019,3
01/26/2019,3
01/27/2019,3
01/28/2019,3
01/29/2019,3
01/30/2019,3
01/31/2019,3
02/1/2019,3
02/2/2019,3
02/3/2019,3
02/4/2019,3
02/5/2019,3
02/6/2019,3
02/7/2019,3
02/8/2019,3
02/9/2019,3
02/10/2019,3
02/11/2019,3
02/12/2019,3
02/13/2019,3
02/14/2019,3
02/15/2019,3
02/16/2019,3
02/17/2019,3
02/18/2019,3
02/19/2019,3
02/20/2019,3
02/21/2019,3
02/22/2019,3
02/23/2019,3
02/24/2019,3
02/25/2019,3
02/26/2019,3
02/27/2019,3
02/28/2019,3
03/1/2019,2
03/2/2019,2
03/3/2019,2
03/4/2019,2
03/5/2019,2
03/6/2019,2
03/7/2019,2
03/8/2019,2
03/9/2019,2
03/10/2019,2
03/11/2019,2
03/12/2019,2
03/13/2019,2
03/14/2019,2
03/15/2019,2
03/16/2019,2
03/17/2019,2
03/18/2019,2
03/19/2019,2
03/20/2019,2
03/21/2019,2
03/22/2019,2
03/23/2019,2
03/24/2019,2
03/25/2019,2
03/26/2019,2
03/27/2019,2
03/28/2019,2
03/29/2019,2
03/30/2019,2
03/31/2019,2
04/1/2019,3
04/2/2019,3
04/3/2019,3
04/4/2019,3
04/5/2019,3
04/6/2019,3
04/7/2019,3
04/8/2019,3
04/9/2019,3
04/10/2019,3
04/11/2019,3
04/12/2019,3
04/13/2019,3
04/14/2019,3
04/15/2019,3
04/16/2019,3
04/17/2019,3
04/18/2019,3
04/19/2019,3
04/20/2019,3
04/21/2019,3
04/22/2019,3
04/23/2019,3
04/24/2019,3
04/25/2019,3
04/26/2019,3
04/27/2019,3
04/28/2019,3
04/29/2019,3
04/30/2019,3
05/1/2019,4
05/2/2019,4
05/3/2019,4
05/4/2019,4
05/5/2019,4
05/6/2019,4
05/7/2019,4
05/8/2019,4
05/9/2019,4
05/10/2019,4
05/11/2019,4
05/12/2019,4
05/13/2019,4
05/14/2019,4
05/15/2019,4
05/16/2019,4
05/17/2019,4
05/18/2019,4
05/19/2019,4
05/20/2019,4
05/21/2019,4
05/22/2019,4
05/23/2019,4
05/24/2019,4
05/25/2019,4
05/26/2019,4
05/27/2019,4
05/28/2019,4
05/29/2019,4
05/30/2019,4
05/31/2019,4
06/1/2019,4
06/2/2019,4
06/3/2019,4
06/4/2019,4
06/5/2019,4
06/6/2019,4
06/7/2019,4
06/8/2019,4
06/9/2019,4
06/10/2019,4
06/11/2019,4
06/12/2019,4
06/13/2019,4
06/14/2019,4
06/15/2019,4
06/16/2019,4
06/17/2019,4
06/18/2019,4
06/19/2019,4
06/20/2019,4
06/21/2019,4
06/22/2019,4
06/23/2019,4
06/24/2019,4
06/25/2019,4
06/26/2019,4
06/27/2019,4
06/28/2019,4
06/29/2019,4
06/30/2019,4
07/1/2019,5
07/2/2019,5
07/3/2019,5
07/4/2019,5
07/5/2019,5
07/6/2019,5
07/7/2019,5
07/8/2019,5
07/9/2019,5
07/10/2019,5
07/11/2019,5
07/12/2019,5
07/13/2019,5
07/14/2019,5
07/15/2019,5
07/16/2019,5
07/17/2019,5
07/18/2019,5
07/19/2019,5
07/20/2019,5
07/21/2019,5
07/22/2019,5
07/23/2019,5
07/24/2019,5
07/25/2019,5
07/26/2019,5
07/27/2019,5
07/28/2019,5
07/29/2019,5
07/30/2019,5
07/31/2019,5
08/1/2019,2
08/2/2019,2
08/3/2019,2
08/4/2019,2
08/5/2019,2
08/6/2019,2
08/7/2019,2
08/8/2019,2
08/9/2019,2
08/10/2019,2
08/11/2019,2
08/12/2019,2
08/13/2019,2
08/14/2019,2
08/15/2019,2
08/16/2019,2
08/17/2019,2
08/18/2019,2
08/19/2019,2
08/20/2019,2
08/21/2019,2
08/22/2019,2
08/23/2019,2
08/24/2019,2
08/25/2019,2
08/26/2019,2
08/27/2019,2
08/28/2019,2
08/29/2019,2
08/30/2019,2
08/31/2019,2
09/1/2019,2
09/2/2019,2
09/3/2019,2
09/4/2019,2
09/5/2019,2
09/6/2019,2
09/7/2019,2
09/8/2019,2
09/9/2019,2
09/10/2019,2
09/11/2019,2
09/12/2019,2
09/13/2019,2
09/14/2019,2
09/15/2019,2
09/16/2019,2
09/17/2019,2
09/18/2019,2
09/19/2019,2
09/20/2019,2
09/21/2019,2
09/22/2019,2
09/23/2019,2
09/24/2019,2
09/25/2019,2
09/26/2019,2
09/27/2019,2
09/28/2019,2
09/29/2019,2
09/30/2019,2
10/1/2019,2
10/2/2019,2
10/3/2019,2
10/4/2019,2
10/5/2019,2
10/6/2019,2
10/7/2019,2
10/8/2019,2
10/9/2019,2
10/10/2019,2
10/11/2019,2
10/12/2019,2
10/13/2019,2
10/14/2019,2
10/15/2019,2
10/16/2019,2
10/17/2019,2
10/18/2019,2
10/19/2019,2
10/20/2019,2
10/21/2019,2
10/22/2019,2
10/23/2019,2
10/24/2019,2
10/25/2019,2
10/26/2019,2
10/27/2019,2
10/28/2019,2
10/29/2019,2
10/30/2019,2
10/31/2019,2
11/1/2019,2
11/2/2019,2
11/3/2019,2
11/4/2019,2
11/5/2019,2
11/6/2019,2
11/7/2019,2
11/8/2019,2
11/9/2019,2
11/10/2019,2
11/11/2019,2
11/12/2019,2
11/13/2019,2
11/14/2019,2
11/15/2019,2
11/16/2019,2
11/17/2019,2
11/18/2019,2
11/19/2019,2
11/20/2019,2
11/21/2019,2
11/22/2019,2
11/23/2019,2
11/24/2019,2
11/25/2019,2
11/26/2019,2
11/27/2019,2
11/28/2019,2
11/29/2019,2
11/30/2019,2
12/1/2019,2
12/2/2019,2
12/3/2019,2
12/4/2019,2
12/5/2019,2
12/6/2019,2
12/7/2019,2
12/8/2019,2
12/9/2019,2
12/10/2019,2
12/11/2019,2
12/12/2019,2
12/13/2019,2
12/14/2019,2
12/15/2019,2
12/16/2019,2
12/17/2019,2
12/18/2019,2
12/19/2019,2
12/20/2019,2
12/21/2019,2
12/22/2019,2
12/23/2019,2
12/24/2019,2
12/25/2019,2
12/26/2019,2
12/27/2019,2
12/28/2019,2
12/29/2019,2
12/30/2019,2
12/31/2019,2
01/1/2020,3
01/2/2020,3
01/3/2020,3
01/4/2020,3
01/5/2020,3
01/6/2020,3
01/7/2020,3
01/8/2020,3
01/9/2020,3
01/10/2020,3
01/11/2020,3
01/12/2020,3
01/13/2020,3
01/14/2020,3
01/15/2020,3
01/16/2020,3
01/17/2020,3
01/18/2020,3
01/19/2020,3
01/20/2020,3
01/21/2020,3
01/22/2020,3
01/23/2020,3
01/24/2020,3
01/25/2020,3
01/26/2020,3
01/27/2020,3
01/28/2020,3
01/29/2020,3
01/30/2020,3
01/31/2020,3
02/1/2020,4
02/2/2020,4
02/3/2020,4
02/4/2020,4
02/5/2020,4
02/6/2020,4
02/7/2020,4
02/8/2020,4
02/9/2020,4
02/10/2020,4
02/11/2020,4
02/12/2020,4
02/13/2020,4
02/14/2020,4
02/15/2020,4
02/16/2020,4
02/17/2020,4
02/18/2020,4
02/19/2020,4
02/20/2020,4
02/21/2020,4
02/22/2020,4
02/23/2020,4
02/24/2020,4
02/25/2020,4
02/26/2020,4
02/27/2020,4
02/28/2020,4
02/29/2020,4
03/1/2020,3
03/2/2020,3
03/3/2020,3
03/4/2020,3
03/5/2020,3
03/6/2020,3
03/7/2020,3
03/8/2020,3
03/9/2020,3
03/10/2020,3
03/11/2020,3
03/12/2020,3
03/13/2020,3
03/14/2020,3
03/15/2020,3
03/16/2020,3
03/17/2020,3
03/18/2020,3
03/19/2020,3
03/20/2020,3
03/21/2020,3
03/22/2020,3
03/23/2020,3
03/24/2020,3
03/25/2020,3
03/26/2020,3
03/27/2020,3
03/28/2020,3
03/29/2020,3
03/30/2020,3
03/31/2020,3
04/1/2020,3
04/2/2020,3
04/3/2020,3
04/4/2020,3
04/5/2020,3
04/6/2020,3
04/7/2020,3
04/8/2020,3
04/9/2020,3
04/10/2020,3
04/11/2020,3
04/12/2020,3
04/13/2020,3
04/14/2020,3
04/15/2020,3
04/16/2020,3
04/17/2020,3
04/18/2020,3
04/19/2020,3
04/20/2020,3
04/21/2020,3
04/22/2020,3
04/23/2020,3
04/24/2020,3
04/25/2020,3
04/26/2020,3
04/27/2020,3
04/28/2020,3
04/29/2020,3
04/30/2020,3
05/1/2020,4
05/2/2020,4
05/3/2020,4
05/4/2020,4
05/5/2020,4
05/6/2020,4
05/7/2020,4
05/8/2020,4
05/9/2020,4
05/10/2020,4
05/11/2020,4
05/12/2020,4
05/13/2020,4
05/14/2020,4
05/15/2020,4
05/16/2020,4
05/17/2020,4
05/18/2020,4
05/19/2020,4
05/20/2020,4
05/21/2020,4
05/22/2020,4
05/23/2020,4
05/24/2020,4
05/25/2020,4
05/26/2020,4
05/27/2020,4
05/28/2020,4
05/29/2020,4
05/30/2020,4
05/31/2020,4
06/1/2020,4
06/2/2020,4
06/3/2020,4
06/4/2020,4
06/5/2020,4
06/6/2020,4
06/7/2020,4
06/8/2020,4
06/9/2020,4
06/10/2020,4
06/11/2020,4
06/12/2020,4
06/13/2020,4
06/14/2020,4
06/15/2020,4
06/16/2020,4
06/17/2020,4
06/18/2020,4
06/19/2020,4
06/20/2020,4
06/21/2020,4
06/22/2020,4
06/23/2020,4
06/24/2020,4
06/25/2020,4
06/26/2020,4
06/27/2020,4
06/28/2020,4
06/29/2020,4
06/30/2020,4
07/1/2020,4
07/2/2020,4
07/3/2020,4
07/4/2020,4
07/5/2020,4
07/6/2020,4
07/7/2020,4
07/8/2020,4
07/9/2020,4
07/10/2020,4
07/11/2020,4
07/12/2020,4
07/13/2020,4
07/14/2020,4
07/15/2020,4
07/16/2020,4
07/17/2020,4
07/18/2020,4
07/19/2020,4
07/20/2020,4
07/21/2020,4
07/22/2020,4
07/23/2020,4
07/24/2020,4
07/25/2020,4
07/26/2020,4
07/27/2020,4
07/28/2020,4
07/29/2020,4
07/30/2020,4
07/31/2020,4
08/1/2020,8
08/2/2020,8
08/3/2020,8
08/4/2020,8
08/5/2020,8
08/6/2020,8
08/7/2020,8
08/8/2020,8
08/9/2020,8
08/10/2020,8
08/11/2020,8
08/12/2020,8
08/13/2020,8
08/14/2020,8
08/15/2020,8
08/16/2020,8
08/17/2020,8
08/18/2020,8
08/19/2020,8
08/20/2020,8
08/21/2020,8
08/22/2020,8
08/23/2020,8
08/24/2020,8
08/25/2020,8
08/26/2020,8
08/27/2020,8
08/28/2020,8
08/29/2020,8
08/30/2020,8
08/31/2020,8
09/1/2020,4
09/2/2020,4
09/3/2020,4
09/4/2020,4
09/5/2020,4
09/6/2020,4
09/7/2020,4
09/8/2020,4
09/9/2020,4
09/10/2020,4
09/11/2020,4
09/12/2020,4
09/13/2020,4
09/14/2020,4
09/15/2020,4
09/16/2020,4
09/17/2020,4
09/18/2020,4
09/19/2020,4
09/20/2020,4
09/21/2020,4
09/22/2020,4
09/23/2020,4
09/24/2020,4
09/25/2020,4
09/26/2020,4
09/27/2020,4
09/28/2020,4
09/29/2020,4
09/30/2020,4
10/1/2020,4
10/2/2020,4
10/3/2020,4
10/4/2020,4
10/5/2020,4
10/6/2020,4
10/7/2020,4
10/8/2020,4
10/9/2020,4
10/10/2020,4
10/11/2020,4
10/12/2020,4
10/13/2020,4
10/14/2020,4
10/15/2020,4
10/16/2020,4
10/17/2020,4
10/18/2020,4
10/19/2020,4
10/20/2020,4
10/21/2020,4
10/22/2020,4
10/23/2020,4
10/24/2020,4
10/25/2020,4
10/26/2020,4
10/27/2020,4
10/28/2020,4
10/29/2020,4
10/30/2020,4
10/31/2020,4
11/1/2020,10
11/2/2020,10
11/3/2020,10
11/4/2020,10
11/5/2020,10
11/6/2020,10
11/7/2020,10
11/8/2020,10
11/9/2020,10
11/10/2020,10
11/11/2020,10
11/12/2020,10
11/13/2020,10
11/14/2020,10
11/15/2020,10
11/16/2020,10
11/17/2020,10
11/18/2020,10
11/19/2020,10
11/20/2020,10
11/21/2020,10
11/22/2020,10
11/23/2020,10
11/24/2020,10
11/25/2020,10
11/26/2020,10
11/27/2020,10
11/28/2020,10
11/29/2020,10
11/30/2020,10
12/1/2020,14
12/2/2020,14
12/3/2020,14
12/4/2020,14
12/5/2020,14
12/6/2020,14
12/7/2020,14
12/8/2020,14
12/9/2020,14
12/10/2020,14
12/11/2020,14
12/12/2020,14
12/13/2020,14
12/14/2020,14
12/15/2020,14
12/16/2020,14
12/17/2020,14
12/18/2020,14
12/19/2020,14
12/20/2020,14
12/21/2020,14
12/22/2020,14
12/23/2020,14
12/24/2020,14
12/25/2020,14
12/26/2020,14
12/27/2020,14
12/28/2020,14
12/29/2020,14
12/30/2020,14
12/31/2020,14
01/1/2021,44
01/2/2021,44
01/3/2021,44
01/4/2021,44
01/5/2021,44
01/6/2021,44
01/7/2021,44
01/8/2021,44
01/9/2021,44
01/10/2021,44
01/11/2021,44
01/12/2021,44
01/13/2021,44
01/14/2021,44
01/15/2021,44
01/16/2021,44
01/17/2021,44
01/18/2021,44
01/19/2021,44
01/20/2021,44
01/21/2021,44
01/22/2021,44
01/23/2021,44
01/24/2021,44
01/25/2021,44
01/26/2021,44
01/27/2021,44
01/28/2021,44
01/29/2021,44
01/30/2021,44
01/31/2021,44
02/1/2021,57
02/2/2021,57
02/3/2021,57
02/4/2021,57
02/5/2021,57
02/6/2021,57
02/7/2021,57
02/8/2021,57
02/9/2021,57
02/10/2021,57
02/11/2021,57
02/12/2021,57
02/13/2021,57
02/14/2021,57
02/15/2021,57
02/16/2021,57
02/17/2021,57
02/18/2021,57
02/19/2021,57
02/20/2021,57
02/21/2021,57
02/22/2021,57
02/23/2021,57
02/24/2021,57
02/25/2021,57
02/26/2021,57
02/27/2021,57
02/28/2021,57
03/1/2021,35
03/2/2021,35
03/3/2021,35
03/4/2021,35
03/5/2021,35
03/6/2021,35
03/7/2021,35
03/8/2021,35
03/9/2021,35
03/10/2021,35
03/11/2021,35
03/12/2021,35
03/13/2021,35
03/14/2021,35
03/15/2021,35
03/16/2021,35
03/17/2021,35
03/18/2021,35
03/19/2021,35
03/20/2021,35
03/21/2021,35
03/22/2021,35
03/23/2021,35
03/24/2021,35
03/25/2021,35
03/26/2021,35
03/27/2021,35
03/28/2021,35
03/29/2021,35
03/30/2021,35
03/31/2021,35
04/1/2021,50
04/2/2021,50
04/3/2021,50
04/4/2021,50
04/5/2021,50
04/6/2021,50
04/7/2021,50
04/8/2021,50
04/9/2021,50
04/10/2021,50
04/11/2021,50
04/12/2021,50
04/13/2021,50
04/14/2021,50
04/15/2021,50
04/16/2021,50
04/17/2021,50
04/18/2021,50
04/19/2021,50
04/20/2021,50
04/21/2021,50
04/22/2021,50
04/23/2021,50
04/24/2021,50
04/25/2021,50
04/26/2021,50
04/27/2021,50
04/28/2021,50
04/29/2021,50
04/30/2021,50
05/1/2021,100
05/2/2021,100
05/3/2021,100
05/4/2021,100
05/5/2021,100
05/6/2021,100
05/7/2021,100
05/8/2021,100
05/9/2021,100
05/10/2021,100
05/11/2021,100
05/12/2021,100
05/13/2021,100
05/14/2021,100
05/15/2021,100
05/16/2021,100
05/17/2021,100
05/18/2021,100
05/19/2021,100
05/20/2021,100
05/21/2021,100
05/22/2021,100
05/23/2021,100
05/24/2021,100
05/25/2021,100
05/26/2021,100
05/27/2021,100
05/28/2021,100
05/29/2021,100
05/30/2021,100
05/31/2021,100
06/1/2021,42
06/2/2021,42
06/3/2021,42
06/4/2021,42
06/5/2021,42
06/6/2021,42
06/7/2021,42
06/8/2021,42
06/9/2021,42
06/10/2021,42
06/11/2021,42
06/12/2021,42
06/13/2021,42
06/14/2021,42
06/15/2021,42
06/16/2021,42
06/17/2021,42
06/18/2021,42
06/19/2021,42
06/20/2021,42
06/21/2021,42
06/22/2021,42
06/23/2021,42
06/24/2021,42
06/25/2021,42
06/26/2021,42
06/27/2021,42
06/28/2021,42
06/29/2021,42
06/30/2021,42
07/1/2021,29
07/2/2021,29
07/3/2021,29
07/4/2021,29
07/5/2021,29
07/6/2021,29
07/7/2021,29
07/8/2021,29
07/9/2021,29
07/10/2021,29
07/11/2021,29
07/12/2021,29
07/13/2021,29
07/14/2021,29
07/15/2021,29
07/16/2021,29
07/17/2021,29
07/18/2021,29
07/19/2021,29
07/20/2021,29
07/21/2021,29
07/22/2021,29
07/23/2021,29
07/24/2021,29
07/25/2021,29
07/26/2021,29
07/27/2021,29
07/28/2021,29
07/29/2021,29
07/30/2021,29
07/31/2021,29
08/1/2021,42
08/2/2021,42
08/3/2021,42
08/4/2021,42
08/5/2021,42
08/6/2021,42
08/7/2021,42
08/8/2021,42
08/9/2021,42
08/10/2021,42
08/11/2021,42
08/12/2021,42
08/13/2021,42
08/14/2021,42
08/15/2021,42
08/16/2021,42
08/17/2021,42
08/18/2021,42
08/19/2021,42
08/20/2021,42
08/21/2021,42
08/22/2021,42
08/23/2021,42
08/24/2021,42
08/25/2021,42
08/26/2021,42
08/27/2021,42
08/28/2021,42
08/29/2021,42
08/30/2021,42
08/31/2021,42
09/1/2021,37
09/2/2021,37
09/3/2021,37
09/4/2021,37
09/5/2021,37
09/6/2021,37
09/7/2021,37
09/8/2021,37
09/9/2021,37
09/10/2021,37
09/11/2021,37
09/12/2021,37
09/13/2021,37
09/14/2021,37
09/15/2021,37
09/16/2021,37
09/17/2021,37
09/18/2021,37
09/19/2021,37
09/20/2021,37
09/21/2021,37
09/22/2021,37
09/23/2021,37
09/24/2021,37
09/25/2021,37
09/26/2021,37
09/27/2021,37
09/28/2021,37
09/29/2021,37
09/30/2021,37
10/1/2021,42
10/2/2021,42
10/3/2021,42
10/4/2021,42
10/5/2021,42
10/6/2021,42
10/7/2021,42
10/8/2021,42
10/9/2021,42
10/10/2021,42
10/11/2021,42
10/12/2021,42
10/13/2021,42
10/14/2021,42
10/15/2021,42
10/16/2021,42
10/17/2021,42
10/18/2021,42
10/19/2021,42
10/20/2021,42
10/21/2021,42
10/22/2021,42
10/23/2021,42
10/24/2021,42
10/25/2021,42
10/26/2021,42
10/27/2021,42
10/28/2021,42
10/29/2021,42
10/30/2021,42
10/31/2021,42
11/1/2021,49
11/2/2021,49
11/3/2021,49
11/4/2021,49
11/5/2021,49
11/6/2021,49
11/7/2021,49
11/8/2021,49
11/9/2021,49
11/10/2021,49
11/11/2021,49
11/12/2021,49
11/13/2021,49
11/14/2021,49
11/15/2021,49
11/16/2021,49
11/17/2021,49
11/18/2021,49
11/19/2021,49
11/20/2021,49
11/21/2021,49
11/22/2021,49
11/23/2021,49
11/24/2021,49
11/25/2021,49
11/26/2021,49
11/27/2021,49
11/28/2021,49
11/29/2021,49
11/30/2021,49
12/1/2021,41
12/2/2021,41
12/3/2021,41
12/4/2021,41
12/5/2021,41
12/6/2021,41
12/7/2021,41
12/8/2021,41
12/9/2021,41
12/10/2021,41
12/11/2021,41
12/12/2021,41
12/13/2021,41
12/14/2021,41
12/15/2021,41
12/16/2021,41
12/17/2021,41
12/18/2021,41
12/19/2021,41
12/20/2021,41
12/21/2021,41
12/22/2021,41
12/23/2021,41
12/24/2021,41
12/25/2021,41
12/26/2021,41
12/27/2021,41
12/28/2021,41
12/29/2021,41
12/30/2021,41
12/31/2021,41
01/1/2022,38
01/2/2022,38
01/3/2022,38
01/4/2022,38
01/5/2022,38
01/6/2022,38
01/7/2022,38
01/8/2022,38
01/9/2022,38
01/10/2022,38
01/11/2022,38
01/12/2022,38
01/13/2022,38
01/14/2022,38
01/15/2022,38
01/16/2022,38
01/17/2022,38
01/18/2022,38
01/19/2022,38
01/20/2022,38
01/21/2022,38
01/22/2022,38
01/23/2022,38
01/24/2022,38
01/25/2022,38
01/26/2022,38
01/27/2022,38
01/28/2022,38
01/29/2022,38
01/30/2022,38
01/31/2022,38
02/1/2022,26
02/2/2022,26
02/3/2022,26
02/4/2022,26
02/5/2022,26
02/6/2022,26
02/7/2022,26
02/8/2022,26
02/9/2022,26
02/10/2022,26
02/11/2022,26
02/12/2022,26
02/13/2022,26
02/14/2022,26
02/15/2022,26
02/16/2022,26
02/17/2022,26
02/18/2022,26
02/19/2022,26
02/20/2022,26
02/21/2022,26
02/22/2022,26
02/23/2022,26
02/24/2022,26
02/25/2022,26
02/26/2022,26
02/27/2022,26
02/28/2022,26
03/1/2022,22
03/2/2022,22
03/3/2022,22
03/4/2022,22
03/5/2022,22
03/6/2022,22
03/7/2022,22
03/8/2022,22
03/9/2022,22
03/10/2022,22
03/11/2022,22
03/12/2022,22
03/13/2022,22
03/14/2022,22
03/15/2022,22
03/16/2022,22
03/17/2022,22
03/18/2022,22
03/19/2022,22
03/20/2022,22
03/21/2022,22
03/22/2022,22
03/23/2022,22
03/24/2022,22
03/25/2022,22
03/26/2022,22
03/27/2022,22
03/28/2022,22
03/29/2022,22
03/30/2022,22
03/31/2022,22
04/1/2022,19
04/2/2022,19
04/3/2022,19
04/4/2022,19
04/5/2022,19
04/6/2022,19
04/7/2022,19
04/8/2022,19
04/9/2022,19
04/10/2022,19
04/11/2022,19
04/12/2022,19
04/13/2022,19
04/14/2022,19
04/15/2022,19
04/16/2022,19
04/17/2022,19
04/18/2022,19
04/19/2022,19
04/20/2022,19
04/21/2022,19
04/22/2022,19
04/23/2022,19
04/24/2022,19
04/25/2022,19
04/26/2022,19
04/27/2022,19
04/28/2022,19
04/29/2022,19
04/30/2022,19
05/1/2022,19
05/2/2022,19
